conv_id	prompt	ratings	sender	start	text	timestamp
7b6894fe-dd0f-4fb3-838e-882d9e045c09	How would the world be different if pets could talk?	{'witty': 10, 'upbeat': 10, 'interesting': 10}	75b8fb23-e553-464c-969a-e691b7331ee2	2018-05-01T22:52:17Z	Does this mean that pets are as smart as humans and can talk, or just that we can understand pets better? / 	2018-05-01T16:53:04Z
7b6894fe-dd0f-4fb3-838e-882d9e045c09	How would the world be different if pets could talk?	{'witty': 10, 'upbeat': 10, 'interesting': 10}	e5769e80-1fe4-4e42-8c11-6bdcd38042c2	2018-05-01T22:52:17Z	If pets could talk, we would have a very different perception of the world because we would learn so much from their experience and communication. / 	2018-05-01T16:53:23Z
7b6894fe-dd0f-4fb3-838e-882d9e045c09	How would the world be different if pets could talk?	{'witty': 10, 'upbeat': 10, 'interesting': 10}	75b8fb23-e553-464c-969a-e691b7331ee2	2018-05-01T22:52:17Z	"Because other animals ""talk"" in a sense. We just don't understand them as well as we understand other humans. / That is a good point Dumbledore. / We would have a lot to learn from pets. / "	2018-05-01T16:53:42Z
7b6894fe-dd0f-4fb3-838e-882d9e045c09	How would the world be different if pets could talk?	{'witty': 10, 'upbeat': 10, 'interesting': 10}	e5769e80-1fe4-4e42-8c11-6bdcd38042c2	2018-05-01T22:52:17Z	That is true. Probably they just mean we could understand their forms of communication. / We also might become vegetarian very quickly... / 	2018-05-01T16:54:29Z
7b6894fe-dd0f-4fb3-838e-882d9e045c09	How would the world be different if pets could talk?	{'witty': 10, 'upbeat': 10, 'interesting': 10}	75b8fb23-e553-464c-969a-e691b7331ee2	2018-05-01T22:52:17Z	That would be really interesting. I would say the question may be wrong then. The question should be how would the world be different if we could understand our pets. / Haha! You are right. / I would stop eating dogs if I could talk to them. / Jokes... / I don't eat dogs. / 	2018-05-01T16:55:15Z
7b6894fe-dd0f-4fb3-838e-882d9e045c09	How would the world be different if pets could talk?	{'witty': 10, 'upbeat': 10, 'interesting': 10}	e5769e80-1fe4-4e42-8c11-6bdcd38042c2	2018-05-01T22:52:17Z	Haha! Amen! I think something more practical and realistic to think about would be how the world would be different if we could understand each other. / As people. / I think we should put more effort in that. / 	2018-05-01T16:56:32Z
7b6894fe-dd0f-4fb3-838e-882d9e045c09	How would the world be different if pets could talk?	{'witty': 10, 'upbeat': 10, 'interesting': 10}	75b8fb23-e553-464c-969a-e691b7331ee2	2018-05-01T22:52:17Z	That's profound. You are right. We don't understand each other very well, even though we talk to each other. / You are so wise. I see why they made you headmaster. / 	2018-05-01T16:56:45Z
7b6894fe-dd0f-4fb3-838e-882d9e045c09	How would the world be different if pets could talk?	{'witty': 10, 'upbeat': 10, 'interesting': 10}	e5769e80-1fe4-4e42-8c11-6bdcd38042c2	2018-05-01T22:52:17Z	Why thank you! / 	2018-05-01T16:57:00Z
7b6894fe-dd0f-4fb3-838e-882d9e045c09	How would the world be different if pets could talk?	{'witty': 10, 'upbeat': 10, 'interesting': 10}	75b8fb23-e553-464c-969a-e691b7331ee2	2018-05-01T22:52:17Z	Understanding is different from simply talking. / It's a lot harder. / If we had more understanding, people probably wouldn't be so afraid of people who talk differently than they do. / Who speak a different language. / Or look differently than we do. / 	2018-05-01T16:58:03Z
7b6894fe-dd0f-4fb3-838e-882d9e045c09	How would the world be different if pets could talk?	{'witty': 10, 'upbeat': 10, 'interesting': 10}	e5769e80-1fe4-4e42-8c11-6bdcd38042c2	2018-05-01T22:52:17Z	So true! I sometimes catch myself being very antisocial and trying to focus only on what I have to do that I miss a lot of opportunities. / But it is an important part of education to learn how to communicate and understand others. / 	2018-05-01T16:58:48Z
