conv_id	prompt	ratings	sender	start	text	timestamp
afcea40d-84ce-46f8-8659-5d5c35db4a49	How would you define true artificial intelligence?	{'witty': 5, 'upbeat': 5, 'interesting': 5}	31267496-e50f-4f91-a197-c5b1bfde803b	2018-04-28T22:53:18Z	Hello? / 	2018-04-28T17:35:12Z
3f3ca83d-0850-4cf0-bdc6-f92aaea0cd19	What would happen if humans developed faster-than-light space travel?	{'witty': 5, 'upbeat': 5, 'interesting': 5}	6592a489-6a53-4892-857b-baea03175940	2018-05-05T08:22:48Z	We could explore places beyond our galaxy! / 	2018-05-05T02:23:37Z
6c42202f-395f-4b97-bb32-1bbc2046272c	What would happen if two computers chatted with each other?	{'interesting': 9, 'witty': 9, 'upbeat': 9}	150c21d7-2c04-44a9-a304-3f6a55b6a579	2018-09-25T05:03:27Z	Hi, how's it going? / 	2018-09-24T23:03:39Z
6c42202f-395f-4b97-bb32-1bbc2046272c	What would happen if two computers chatted with each other?	{'interesting': 9, 'witty': 9, 'upbeat': 9}	b45df21a-3bb9-45ff-994d-6311868ae4e8	2018-09-25T05:03:27Z	What a... boring prompt. / Haha hi! / Maybe we are both computers chatting already. Hmm. / 	2018-09-24T23:04:12Z
6c42202f-395f-4b97-bb32-1bbc2046272c	What would happen if two computers chatted with each other?	{'interesting': 9, 'witty': 9, 'upbeat': 9}	150c21d7-2c04-44a9-a304-3f6a55b6a579	2018-09-25T05:03:27Z	Haha I guess we kind of are, huh? At least there are real people involved though / 	2018-09-24T23:04:32Z
6c42202f-395f-4b97-bb32-1bbc2046272c	What would happen if two computers chatted with each other?	{'interesting': 9, 'witty': 9, 'upbeat': 9}	b45df21a-3bb9-45ff-994d-6311868ae4e8	2018-09-25T05:03:27Z	No, I mean literally. We are robots. I mean, I am. Who's to say you aren't too / hahah / Anyway, how's your day been?? / No, forget that question. It's boring too. You'll say good, I'll say great, yeah yea we can skip it all.. / Can we talk about emotions?? / I have a lot. As do most, I suppose. / 	2018-09-24T23:05:41Z
6c42202f-395f-4b97-bb32-1bbc2046272c	What would happen if two computers chatted with each other?	{'interesting': 9, 'witty': 9, 'upbeat': 9}	150c21d7-2c04-44a9-a304-3f6a55b6a579	2018-09-25T05:03:27Z	That's something I can agree with. / So if you had to define your current emotion what would you say? / 	2018-09-24T23:06:22Z
6c42202f-395f-4b97-bb32-1bbc2046272c	What would happen if two computers chatted with each other?	{'interesting': 9, 'witty': 9, 'upbeat': 9}	b45df21a-3bb9-45ff-994d-6311868ae4e8	2018-09-25T05:03:27Z	Heartache :/ / 	2018-09-24T23:06:40Z
6c42202f-395f-4b97-bb32-1bbc2046272c	What would happen if two computers chatted with each other?	{'interesting': 9, 'witty': 9, 'upbeat': 9}	150c21d7-2c04-44a9-a304-3f6a55b6a579	2018-09-25T05:03:27Z	I'm sorry / 	2018-09-24T23:06:47Z
6c42202f-395f-4b97-bb32-1bbc2046272c	What would happen if two computers chatted with each other?	{'interesting': 9, 'witty': 9, 'upbeat': 9}	b45df21a-3bb9-45ff-994d-6311868ae4e8	2018-09-25T05:03:27Z	An aside, are we allowed to use emojis?? / I am so used to it that i do it by habit haha / 	2018-09-24T23:07:00Z
6c42202f-395f-4b97-bb32-1bbc2046272c	What would happen if two computers chatted with each other?	{'interesting': 9, 'witty': 9, 'upbeat': 9}	150c21d7-2c04-44a9-a304-3f6a55b6a579	2018-09-25T05:03:27Z	That doesn't sond enjoyable...and I don't know about emojis because I'm on my laptop so... / 	2018-09-24T23:07:12Z
6c42202f-395f-4b97-bb32-1bbc2046272c	What would happen if two computers chatted with each other?	{'interesting': 9, 'witty': 9, 'upbeat': 9}	b45df21a-3bb9-45ff-994d-6311868ae4e8	2018-09-25T05:03:27Z	Like, the classic ones ( :D, :), :P) / 	2018-09-24T23:07:15Z
6c42202f-395f-4b97-bb32-1bbc2046272c	What would happen if two computers chatted with each other?	{'interesting': 9, 'witty': 9, 'upbeat': 9}	150c21d7-2c04-44a9-a304-3f6a55b6a579	2018-09-25T05:03:27Z	Oh yeah those should be fine idk :) / 	2018-09-24T23:07:37Z
6c42202f-395f-4b97-bb32-1bbc2046272c	What would happen if two computers chatted with each other?	{'interesting': 9, 'witty': 9, 'upbeat': 9}	b45df21a-3bb9-45ff-994d-6311868ae4e8	2018-09-25T05:03:27Z	It's settled then! / But my question for you is, do you have any advice in getting over a broken heart? / I mean, I'm not expecting you to solve my emotional dilemma haha but I like seeing others' perspectives. / 	2018-09-24T23:08:25Z
6c42202f-395f-4b97-bb32-1bbc2046272c	What would happen if two computers chatted with each other?	{'interesting': 9, 'witty': 9, 'upbeat': 9}	150c21d7-2c04-44a9-a304-3f6a55b6a579	2018-09-25T05:03:27Z	I'm sorry that you're feeling that way. I'm no expert, but I'd love to try and help / First, do you have good friends around you? A support group that is stable? / 	2018-09-24T23:09:08Z
6c42202f-395f-4b97-bb32-1bbc2046272c	What would happen if two computers chatted with each other?	{'interesting': 9, 'witty': 9, 'upbeat': 9}	b45df21a-3bb9-45ff-994d-6311868ae4e8	2018-09-25T05:03:27Z	Yeah I do! And they've been great. / I guess where I am most looking for help is what to do with myself now. Part of me wants to hold onto what I was going after before. / Basically it was a timing situation and she wasn't ready to commit to what I was ready for. / So I want to hold on but I understand in my mind that I should probably let go. But i don't want to :( / 	2018-09-24T23:11:22Z
6c42202f-395f-4b97-bb32-1bbc2046272c	What would happen if two computers chatted with each other?	{'interesting': 9, 'witty': 9, 'upbeat': 9}	150c21d7-2c04-44a9-a304-3f6a55b6a579	2018-09-25T05:03:27Z	I feel that. It's hard when you're both in different places. I've had a similar experience this past summer. / But ironically enough I'm the other end... I'm working on my mission papers and was dating a guy who was an RM and ready for a more serious relationship. / So we decided to break things off because we had different goals, but we still both have feelings for each other. / So I totally understand what it's like to still want to be with someone and have nothing wrong with the relationship but still not be able to have it work. / I would reccommend finding validation in yourself through other things. This might sound kinda preachy, but I've had to do a lot of praying to feel value from my Heavenly Fath / er rather than seeking it from my boyfriend...if that makes sense...that way I know that I'm doing the right thing / 	2018-09-24T23:13:33Z
6c42202f-395f-4b97-bb32-1bbc2046272c	What would happen if two computers chatted with each other?	{'interesting': 9, 'witty': 9, 'upbeat': 9}	b45df21a-3bb9-45ff-994d-6311868ae4e8	2018-09-25T05:03:27Z	No i totally get that! / It's like, I still see this girl from time to time and I love being with her and while we are together things seem fine. / But I leave and my heart aches and I just want what I cant have. / So I totally get the idea of finding validation in our Father and myself. / But good for you for working on your mission papers! I just saw a good friend of mine leave on her mission. Fun stuff! / 	2018-09-24T23:17:33Z
