conv_id	prompt	ratings	sender	start	text	timestamp
a07edb12-6b91-4138-b11e-02421888d699	What's one thing your best friend doesn't know about you?	{'witty': 10, 'upbeat': 10, 'interesting': 10}	720840be-e522-47ba-9e9f-143f66372673	2018-05-03T01:38:01Z	Hello / How are you doing today? / 	2018-05-02T19:38:20Z
a07edb12-6b91-4138-b11e-02421888d699	What's one thing your best friend doesn't know about you?	{'witty': 10, 'upbeat': 10, 'interesting': 10}	549cc1d1-270e-4a53-b561-133a8d0086b4	2018-05-03T01:38:01Z	whats up MD / im doing good / how are you doing? / 	2018-05-02T19:38:35Z
a07edb12-6b91-4138-b11e-02421888d699	What's one thing your best friend doesn't know about you?	{'witty': 10, 'upbeat': 10, 'interesting': 10}	720840be-e522-47ba-9e9f-143f66372673	2018-05-03T01:38:01Z	Im alright, I just took a nap. But it was one of those naps that doesnt help anything. It just makes everything worse and you question all your life choices / 	2018-05-02T19:39:21Z
a07edb12-6b91-4138-b11e-02421888d699	What's one thing your best friend doesn't know about you?	{'witty': 10, 'upbeat': 10, 'interesting': 10}	549cc1d1-270e-4a53-b561-133a8d0086b4	2018-05-03T01:38:01Z	oh wow haha / so you still feel tired huh? / 	2018-05-02T19:40:07Z
a07edb12-6b91-4138-b11e-02421888d699	What's one thing your best friend doesn't know about you?	{'witty': 10, 'upbeat': 10, 'interesting': 10}	720840be-e522-47ba-9e9f-143f66372673	2018-05-03T01:38:01Z	Yeah / 	2018-05-02T19:40:29Z
a07edb12-6b91-4138-b11e-02421888d699	What's one thing your best friend doesn't know about you?	{'witty': 10, 'upbeat': 10, 'interesting': 10}	549cc1d1-270e-4a53-b561-133a8d0086b4	2018-05-03T01:38:01Z	did you go to bed late? / 	2018-05-02T19:40:39Z
a07edb12-6b91-4138-b11e-02421888d699	What's one thing your best friend doesn't know about you?	{'witty': 10, 'upbeat': 10, 'interesting': 10}	720840be-e522-47ba-9e9f-143f66372673	2018-05-03T01:38:01Z	I have more of a head ache than anything else / 	2018-05-02T19:40:40Z
a07edb12-6b91-4138-b11e-02421888d699	What's one thing your best friend doesn't know about you?	{'witty': 10, 'upbeat': 10, 'interesting': 10}	549cc1d1-270e-4a53-b561-133a8d0086b4	2018-05-03T01:38:01Z	dude thats terrible / 	2018-05-02T19:40:53Z
a07edb12-6b91-4138-b11e-02421888d699	What's one thing your best friend doesn't know about you?	{'witty': 10, 'upbeat': 10, 'interesting': 10}	720840be-e522-47ba-9e9f-143f66372673	2018-05-03T01:38:01Z	No, Its just adjusting to a time change / But enough about me / What are you up to? / 	2018-05-02T19:41:04Z
a07edb12-6b91-4138-b11e-02421888d699	What's one thing your best friend doesn't know about you?	{'witty': 10, 'upbeat': 10, 'interesting': 10}	549cc1d1-270e-4a53-b561-133a8d0086b4	2018-05-03T01:38:01Z	im refining my skills on Sketch App / have you heard of Sketch? / 	2018-05-02T19:41:45Z
a07edb12-6b91-4138-b11e-02421888d699	What's one thing your best friend doesn't know about you?	{'witty': 10, 'upbeat': 10, 'interesting': 10}	720840be-e522-47ba-9e9f-143f66372673	2018-05-03T01:38:01Z	I havent / What is it? / 	2018-05-02T19:42:10Z
a07edb12-6b91-4138-b11e-02421888d699	What's one thing your best friend doesn't know about you?	{'witty': 10, 'upbeat': 10, 'interesting': 10}	549cc1d1-270e-4a53-b561-133a8d0086b4	2018-05-03T01:38:01Z	you know what adobe illustrator is right? / 	2018-05-02T19:43:03Z
